time,temp_1,temp_2,type_of_heating_foil
Wed Dec 22 22:18:35 2021,-2.0,-7.4,HD3025G_30W
Wed Dec 22 22:18:37 2021,-2.0,-7.4,HD3025G_30W
Wed Dec 22 22:18:40 2021,-1.8,-7.4,HD3025G_30W
Wed Dec 22 22:18:42 2021,-1.8,-7.4,HD3025G_30W
Wed Dec 22 22:18:44 2021,-1.7,-7.4,HD3025G_30W
Wed Dec 22 22:18:46 2021,-1.6,-7.4,HD3025G_30W
Wed Dec 22 22:18:48 2021,-1.6,-7.4,HD3025G_30W
Wed Dec 22 22:18:51 2021,-1.5,-7.4,HD3025G_30W
Wed Dec 22 22:18:53 2021,-1.5,-7.4,HD3025G_30W
Wed Dec 22 22:18:55 2021,-1.4,-7.4,HD3025G_30W
Wed Dec 22 22:18:57 2021,-1.3,-7.4,HD3025G_30W
Wed Dec 22 22:18:59 2021,-1.2,-7.4,HD3025G_30W
Wed Dec 22 22:19:02 2021,-1.2,-7.4,HD3025G_30W
Wed Dec 22 22:19:04 2021,-1.1,-7.4,HD3025G_30W
Wed Dec 22 22:19:06 2021,-1.1,-7.4,HD3025G_30W
Wed Dec 22 22:19:08 2021,-1.0,-7.4,HD3025G_30W
Wed Dec 22 22:19:11 2021,-1.0,-7.4,HD3025G_30W
Wed Dec 22 22:19:14 2021,-0.9,-7.4,HD3025G_30W
Wed Dec 22 22:19:16 2021,-0.8,-7.4,HD3025G_30W
Wed Dec 22 22:19:18 2021,-0.7,-7.4,HD3025G_30W
Wed Dec 22 22:19:20 2021,-0.7,-7.4,HD3025G_30W
Wed Dec 22 22:19:23 2021,-0.7,-7.4,HD3025G_30W
Wed Dec 22 22:19:26 2021,-0.6,-7.4,HD3025G_30W
Wed Dec 22 22:19:28 2021,-0.4,-7.4,HD3025G_30W
Wed Dec 22 22:19:31 2021,-0.4,-7.4,HD3025G_30W
Wed Dec 22 22:19:33 2021,-0.3,-7.4,HD3025G_30W
Wed Dec 22 22:19:35 2021,-0.2,-7.4,HD3025G_30W
Wed Dec 22 22:19:38 2021,-0.2,-7.4,HD3025G_30W
Wed Dec 22 22:19:41 2021,-0.2,-7.4,HD3025G_30W
Wed Dec 22 22:19:43 2021,0.0,-7.4,HD3025G_30W
Wed Dec 22 22:19:45 2021,0.0,-7.4,HD3025G_30W
Wed Dec 22 22:19:48 2021,0.0,-7.4,HD3025G_30W
Wed Dec 22 22:19:50 2021,0.2,-7.4,HD3025G_30W
Wed Dec 22 22:19:53 2021,0.2,-7.4,HD3025G_30W
Wed Dec 22 22:19:55 2021,0.3,-7.4,HD3025G_30W
Wed Dec 22 22:19:57 2021,0.4,-7.4,HD3025G_30W
Wed Dec 22 22:20:00 2021,0.4,-7.4,HD3025G_30W
Wed Dec 22 22:20:02 2021,0.5,-7.4,HD3025G_30W
Wed Dec 22 22:20:04 2021,0.6,-7.4,HD3025G_30W
Wed Dec 22 22:20:07 2021,0.6,-7.4,HD3025G_30W
Wed Dec 22 22:20:09 2021,0.7,-7.4,HD3025G_30W
Wed Dec 22 22:20:12 2021,0.8,-7.4,HD3025G_30W
Wed Dec 22 22:20:14 2021,0.8,-7.4,HD3025G_30W
Wed Dec 22 22:20:16 2021,0.9,-7.4,HD3025G_30W
Wed Dec 22 22:20:18 2021,1.0,-7.4,HD3025G_30W
Wed Dec 22 22:20:20 2021,1.0,-7.4,HD3025G_30W
Wed Dec 22 22:20:23 2021,1.1,-7.4,HD3025G_30W
Wed Dec 22 22:20:25 2021,1.1,-7.4,HD3025G_30W
Wed Dec 22 22:20:27 2021,1.2,-7.4,HD3025G_30W
Wed Dec 22 22:20:29 2021,1.2,-7.4,HD3025G_30W
Wed Dec 22 22:20:31 2021,1.3,-7.4,HD3025G_30W
Wed Dec 22 22:20:34 2021,1.4,-7.4,HD3025G_30W
Wed Dec 22 22:20:36 2021,1.4,-7.4,HD3025G_30W
Wed Dec 22 22:20:38 2021,1.5,-7.4,HD3025G_30W
Wed Dec 22 22:20:41 2021,1.5,-7.4,HD3025G_30W
Wed Dec 22 22:20:43 2021,1.6,-7.4,HD3025G_30W
Wed Dec 22 22:20:46 2021,1.7,-7.4,HD3025G_30W
Wed Dec 22 22:20:48 2021,1.8,-7.4,HD3025G_30W
Wed Dec 22 22:20:50 2021,1.8,-7.4,HD3025G_30W
Wed Dec 22 22:20:52 2021,1.9,-7.4,HD3025G_30W
Wed Dec 22 22:20:54 2021,2.0,-7.4,HD3025G_30W
Wed Dec 22 22:20:57 2021,2.0,-7.4,HD3025G_30W
Wed Dec 22 22:20:59 2021,2.1,-7.4,HD3025G_30W
Wed Dec 22 22:21:01 2021,2.1,-7.4,HD3025G_30W
Wed Dec 22 22:21:03 2021,2.2,-7.4,HD3025G_30W
Wed Dec 22 22:21:06 2021,2.2,-7.4,HD3025G_30W
Wed Dec 22 22:21:08 2021,2.3,-7.4,HD3025G_30W
Wed Dec 22 22:21:10 2021,2.3,-7.4,HD3025G_30W
Wed Dec 22 22:21:12 2021,2.4,-7.4,HD3025G_30W
Wed Dec 22 22:21:14 2021,2.4,-7.4,HD3025G_30W
Wed Dec 22 22:21:17 2021,2.5,-7.4,HD3025G_30W
Wed Dec 22 22:21:19 2021,2.6,-7.4,HD3025G_30W
Wed Dec 22 22:21:21 2021,2.6,-7.4,HD3025G_30W
Wed Dec 22 22:21:23 2021,2.7,-7.4,HD3025G_30W
Wed Dec 22 22:21:25 2021,2.7,-7.4,HD3025G_30W
Wed Dec 22 22:21:28 2021,2.8,-7.4,HD3025G_30W
Wed Dec 22 22:21:30 2021,2.9,-7.4,HD3025G_30W
Wed Dec 22 22:21:32 2021,2.9,-7.4,HD3025G_30W
Wed Dec 22 22:21:34 2021,3.0,-7.4,HD3025G_30W
Wed Dec 22 22:21:36 2021,3.0,-7.4,HD3025G_30W
Wed Dec 22 22:21:39 2021,3.1,-7.4,HD3025G_30W
Wed Dec 22 22:21:41 2021,3.1,-7.4,HD3025G_30W
Wed Dec 22 22:21:43 2021,3.2,-7.4,HD3025G_30W
Wed Dec 22 22:21:45 2021,3.2,-7.4,HD3025G_30W
Wed Dec 22 22:21:47 2021,3.3,-7.4,HD3025G_30W
Wed Dec 22 22:21:50 2021,3.3,-7.4,HD3025G_30W
Wed Dec 22 22:21:52 2021,3.4,-7.4,HD3025G_30W
Wed Dec 22 22:21:55 2021,3.5,-7.4,HD3025G_30W
Wed Dec 22 22:21:57 2021,3.5,-7.4,HD3025G_30W
Wed Dec 22 22:22:00 2021,3.5,-7.4,HD3025G_30W
Wed Dec 22 22:22:02 2021,3.7,-7.4,HD3025G_30W
Wed Dec 22 22:22:04 2021,3.7,-7.4,HD3025G_30W
Wed Dec 22 22:22:07 2021,3.8,-7.4,HD3025G_30W
Wed Dec 22 22:22:10 2021,3.8,-7.4,HD3025G_30W
Wed Dec 22 22:22:12 2021,3.9,-7.4,HD3025G_30W
Wed Dec 22 22:22:14 2021,4.0,-7.4,HD3025G_30W
Wed Dec 22 22:22:17 2021,4.0,-7.4,HD3025G_30W
Wed Dec 22 22:22:20 2021,4.1,-7.4,HD3025G_30W
Wed Dec 22 22:22:23 2021,4.1,-7.4,HD3025G_30W
Wed Dec 22 22:22:25 2021,4.2,-7.4,HD3025G_30W
Wed Dec 22 22:22:27 2021,4.3,-7.4,HD3025G_30W
Wed Dec 22 22:22:29 2021,4.3,-7.4,HD3025G_30W
Wed Dec 22 22:22:32 2021,4.4,-7.4,HD3025G_30W
Wed Dec 22 22:22:35 2021,4.4,-7.4,HD3025G_30W
Wed Dec 22 22:22:38 2021,4.4,-7.4,HD3025G_30W
Wed Dec 22 22:22:40 2021,4.5,-7.4,HD3025G_30W
Wed Dec 22 22:22:42 2021,4.6,-7.4,HD3025G_30W
Wed Dec 22 22:22:45 2021,4.7,-7.4,HD3025G_30W
Wed Dec 22 22:22:47 2021,4.8,-7.4,HD3025G_30W
Wed Dec 22 22:22:49 2021,4.8,-7.4,HD3025G_30W
Wed Dec 22 22:22:51 2021,4.8,-7.4,HD3025G_30W
Wed Dec 22 22:22:53 2021,4.9,-7.4,HD3025G_30W
Wed Dec 22 22:22:56 2021,4.9,-7.4,HD3025G_30W
Wed Dec 22 22:22:58 2021,5.0,-7.4,HD3025G_30W
Wed Dec 22 22:23:00 2021,5.0,-7.4,HD3025G_30W
Wed Dec 22 22:23:03 2021,5.0,-7.4,HD3025G_30W
Wed Dec 22 22:23:05 2021,5.2,-7.4,HD3025G_30W
Wed Dec 22 22:23:08 2021,5.2,-7.4,HD3025G_30W
Wed Dec 22 22:23:10 2021,5.3,-7.4,HD3025G_30W
Wed Dec 22 22:23:12 2021,5.3,-7.4,HD3025G_30W
Wed Dec 22 22:23:14 2021,5.4,-7.4,HD3025G_30W
Wed Dec 22 22:23:17 2021,5.4,-7.4,HD3025G_30W
Wed Dec 22 22:23:19 2021,5.5,-7.4,HD3025G_30W
Wed Dec 22 22:23:21 2021,5.5,-7.4,HD3025G_30W
Wed Dec 22 22:23:23 2021,5.6,-7.4,HD3025G_30W
Wed Dec 22 22:23:25 2021,5.6,-7.4,HD3025G_30W
Wed Dec 22 22:23:28 2021,5.7,-7.4,HD3025G_30W
Wed Dec 22 22:23:30 2021,5.7,-7.4,HD3025G_30W
Wed Dec 22 22:23:32 2021,5.8,-7.4,HD3025G_30W
Wed Dec 22 22:23:35 2021,5.8,-7.4,HD3025G_30W
Wed Dec 22 22:23:37 2021,5.9,-7.4,HD3025G_30W
Wed Dec 22 22:23:39 2021,5.9,-7.4,HD3025G_30W
Wed Dec 22 22:23:41 2021,6.0,-7.4,HD3025G_30W
Wed Dec 22 22:23:43 2021,6.1,-7.5,HD3025G_30W
Wed Dec 22 22:23:46 2021,6.1,-7.4,HD3025G_30W
Wed Dec 22 22:23:48 2021,6.1,-7.4,HD3025G_30W
Wed Dec 22 22:23:50 2021,6.2,-7.4,HD3025G_30W
Wed Dec 22 22:23:52 2021,6.2,-7.4,HD3025G_30W
Wed Dec 22 22:23:54 2021,6.3,-7.4,HD3025G_30W
Wed Dec 22 22:23:57 2021,6.3,-7.4,HD3025G_30W
Wed Dec 22 22:23:59 2021,6.4,-7.4,HD3025G_30W
Wed Dec 22 22:24:01 2021,6.4,-7.4,HD3025G_30W
Wed Dec 22 22:24:03 2021,6.5,-7.4,HD3025G_30W
Wed Dec 22 22:24:06 2021,6.5,-7.4,HD3025G_30W
Wed Dec 22 22:24:09 2021,6.5,-7.4,HD3025G_30W
Wed Dec 22 22:24:11 2021,6.6,-7.4,HD3025G_30W
Wed Dec 22 22:24:13 2021,6.7,-7.4,HD3025G_30W
Wed Dec 22 22:24:15 2021,6.8,-7.4,HD3025G_30W
Wed Dec 22 22:24:18 2021,6.8,-7.5,HD3025G_30W
Wed Dec 22 22:24:20 2021,6.8,-7.4,HD3025G_30W
Wed Dec 22 22:24:22 2021,6.9,-7.4,HD3025G_30W
Wed Dec 22 22:24:24 2021,6.9,-7.4,HD3025G_30W
Wed Dec 22 22:24:26 2021,7.0,-7.4,HD3025G_30W
Wed Dec 22 22:24:29 2021,7.0,-7.4,HD3025G_30W
Wed Dec 22 22:24:31 2021,7.0,-7.4,HD3025G_30W
Wed Dec 22 22:24:33 2021,7.1,-7.4,HD3025G_30W
Wed Dec 22 22:24:35 2021,7.2,-7.4,HD3025G_30W
Wed Dec 22 22:24:38 2021,7.2,-7.4,HD3025G_30W
Wed Dec 22 22:24:40 2021,7.3,-7.4,HD3025G_30W
Wed Dec 22 22:24:42 2021,7.3,-7.4,HD3025G_30W
Wed Dec 22 22:24:45 2021,7.3,-7.4,HD3025G_30W
Wed Dec 22 22:24:47 2021,7.4,-7.4,HD3025G_30W
Wed Dec 22 22:24:49 2021,7.4,-7.4,HD3025G_30W
Wed Dec 22 22:24:51 2021,7.5,-7.4,HD3025G_30W
Wed Dec 22 22:24:53 2021,7.5,-7.4,HD3025G_30W
Wed Dec 22 22:24:56 2021,7.6,-7.4,HD3025G_30W
Wed Dec 22 22:24:58 2021,7.6,-7.4,HD3025G_30W
Wed Dec 22 22:25:00 2021,7.6,-7.4,HD3025G_30W
Wed Dec 22 22:25:02 2021,7.7,-7.4,HD3025G_30W
Wed Dec 22 22:25:04 2021,7.7,-7.4,HD3025G_30W
Wed Dec 22 22:25:07 2021,7.8,-7.4,HD3025G_30W
Wed Dec 22 22:25:09 2021,7.8,-7.4,HD3025G_30W
Wed Dec 22 22:25:11 2021,7.9,-7.4,HD3025G_30W
Wed Dec 22 22:25:14 2021,7.9,-7.4,HD3025G_30W
Wed Dec 22 22:25:16 2021,7.9,-7.4,HD3025G_30W
Wed Dec 22 22:25:18 2021,8.0,-7.4,HD3025G_30W
Wed Dec 22 22:25:20 2021,8.0,-7.4,HD3025G_30W
Wed Dec 22 22:25:23 2021,8.1,-7.4,HD3025G_30W
Wed Dec 22 22:25:25 2021,8.1,-7.4,HD3025G_30W
Wed Dec 22 22:25:27 2021,8.2,-7.4,HD3025G_30W
Wed Dec 22 22:25:30 2021,8.2,-7.4,HD3025G_30W
Wed Dec 22 22:25:32 2021,8.2,-7.4,HD3025G_30W
Wed Dec 22 22:25:35 2021,8.2,-7.4,HD3025G_30W
Wed Dec 22 22:25:37 2021,8.3,-7.4,HD3025G_30W
Wed Dec 22 22:25:39 2021,8.4,-7.4,HD3025G_30W
Wed Dec 22 22:25:42 2021,8.4,-7.4,HD3025G_30W
Wed Dec 22 22:25:44 2021,8.5,-7.5,HD3025G_30W
Wed Dec 22 22:25:46 2021,8.5,-7.4,HD3025G_30W
Wed Dec 22 22:25:48 2021,8.6,-7.4,HD3025G_30W
Wed Dec 22 22:25:50 2021,8.6,-7.4,HD3025G_30W
Wed Dec 22 22:25:53 2021,8.6,-7.4,HD3025G_30W
Wed Dec 22 22:25:55 2021,8.7,-7.4,HD3025G_30W
Wed Dec 22 22:25:58 2021,8.7,-7.4,HD3025G_30W
Wed Dec 22 22:26:00 2021,8.8,-7.4,HD3025G_30W
Wed Dec 22 22:26:02 2021,8.8,-7.4,HD3025G_30W
Wed Dec 22 22:26:04 2021,8.9,-7.4,HD3025G_30W
Wed Dec 22 22:26:06 2021,8.9,-7.4,HD3025G_30W
Wed Dec 22 22:26:09 2021,8.9,-7.4,HD3025G_30W
Wed Dec 22 22:26:11 2021,9.0,-7.4,HD3025G_30W
Wed Dec 22 22:26:13 2021,9.0,-7.4,HD3025G_30W
Wed Dec 22 22:26:15 2021,9.0,-7.4,HD3025G_30W
Wed Dec 22 22:26:17 2021,9.1,-7.4,HD3025G_30W
Wed Dec 22 22:26:20 2021,9.1,-7.4,HD3025G_30W
Wed Dec 22 22:26:22 2021,9.2,-7.4,HD3025G_30W
Wed Dec 22 22:26:24 2021,9.2,-7.4,HD3025G_30W
Wed Dec 22 22:26:27 2021,9.2,-7.4,HD3025G_30W
Wed Dec 22 22:26:29 2021,9.3,-7.4,HD3025G_30W
Wed Dec 22 22:26:32 2021,9.3,-7.4,HD3025G_30W
Wed Dec 22 22:26:34 2021,9.4,-7.4,HD3025G_30W
Wed Dec 22 22:26:36 2021,9.4,-7.4,HD3025G_30W
Wed Dec 22 22:26:38 2021,9.4,-7.5,HD3025G_30W
Wed Dec 22 22:26:40 2021,9.5,-7.4,HD3025G_30W
Wed Dec 22 22:26:43 2021,9.5,-7.5,HD3025G_30W
Wed Dec 22 22:26:45 2021,9.5,-7.5,HD3025G_30W
Wed Dec 22 22:26:48 2021,9.6,-7.5,HD3025G_30W
Wed Dec 22 22:26:50 2021,9.6,-7.4,HD3025G_30W
Wed Dec 22 22:26:52 2021,9.7,-7.5,HD3025G_30W
Wed Dec 22 22:26:54 2021,9.7,-7.5,HD3025G_30W
Wed Dec 22 22:26:56 2021,9.8,-7.4,HD3025G_30W
Wed Dec 22 22:26:59 2021,9.8,-7.4,HD3025G_30W
Wed Dec 22 22:27:01 2021,9.8,-7.5,HD3025G_30W
Wed Dec 22 22:27:03 2021,9.9,-7.4,HD3025G_30W
Wed Dec 22 22:27:05 2021,9.9,-7.4,HD3025G_30W
Wed Dec 22 22:27:07 2021,9.9,-7.5,HD3025G_30W
Wed Dec 22 22:27:11 2021,9.9,-7.5,HD3025G_30W
Wed Dec 22 22:27:13 2021,10.0,-7.4,HD3025G_30W
Wed Dec 22 22:27:16 2021,10.0,-7.4,HD3025G_30W
Wed Dec 22 22:27:18 2021,10.1,-7.5,HD3025G_30W
Wed Dec 22 22:27:20 2021,10.1,-7.5,HD3025G_30W
Wed Dec 22 22:27:23 2021,10.2,-7.4,HD3025G_30W
Wed Dec 22 22:27:25 2021,10.2,-7.4,HD3025G_30W
Wed Dec 22 22:27:28 2021,10.2,-7.5,HD3025G_30W
Wed Dec 22 22:27:30 2021,10.3,-7.5,HD3025G_30W
Wed Dec 22 22:27:32 2021,10.3,-7.4,HD3025G_30W
Wed Dec 22 22:27:34 2021,10.4,-7.5,HD3025G_30W
Wed Dec 22 22:27:36 2021,10.4,-7.5,HD3025G_30W
Wed Dec 22 22:27:39 2021,10.4,-7.5,HD3025G_30W
Wed Dec 22 22:27:41 2021,10.5,-7.5,HD3025G_30W
Wed Dec 22 22:27:43 2021,10.5,-7.5,HD3025G_30W
Wed Dec 22 22:27:45 2021,10.5,-7.4,HD3025G_30W
Wed Dec 22 22:27:47 2021,10.6,-7.5,HD3025G_30W
Wed Dec 22 22:27:50 2021,10.6,-7.5,HD3025G_30W
Wed Dec 22 22:27:52 2021,10.6,-7.5,HD3025G_30W
Wed Dec 22 22:27:55 2021,10.6,-7.5,HD3025G_30W
Wed Dec 22 22:27:57 2021,10.7,-7.5,HD3025G_30W
Wed Dec 22 22:27:59 2021,10.8,-7.5,HD3025G_30W
Wed Dec 22 22:28:02 2021,10.8,-7.5,HD3025G_30W
Wed Dec 22 22:28:05 2021,10.8,-7.5,HD3025G_30W
Wed Dec 22 22:28:07 2021,10.9,-7.5,HD3025G_30W
Wed Dec 22 22:28:09 2021,10.9,-7.5,HD3025G_30W
Wed Dec 22 22:28:11 2021,10.9,-7.5,HD3025G_30W
Wed Dec 22 22:28:14 2021,10.9,-7.5,HD3025G_30W
Wed Dec 22 22:28:16 2021,11.0,-7.5,HD3025G_30W
Wed Dec 22 22:28:18 2021,11.0,-7.5,HD3025G_30W
Wed Dec 22 22:28:20 2021,11.0,-7.5,HD3025G_30W
Wed Dec 22 22:28:23 2021,11.1,-7.5,HD3025G_30W
Wed Dec 22 22:28:25 2021,11.1,-7.5,HD3025G_30W
Wed Dec 22 22:28:27 2021,11.1,-7.5,HD3025G_30W
Wed Dec 22 22:28:29 2021,11.2,-7.5,HD3025G_30W
Wed Dec 22 22:28:31 2021,11.2,-7.5,HD3025G_30W
Wed Dec 22 22:28:34 2021,11.3,-7.5,HD3025G_30W
Wed Dec 22 22:28:36 2021,11.2,-7.5,HD3025G_30W
Wed Dec 22 22:28:38 2021,11.3,-7.5,HD3025G_30W
Wed Dec 22 22:28:40 2021,11.3,-7.5,HD3025G_30W
Wed Dec 22 22:28:42 2021,11.4,-7.5,HD3025G_30W
Wed Dec 22 22:28:45 2021,11.4,-7.5,HD3025G_30W
Wed Dec 22 22:28:47 2021,11.4,-7.5,HD3025G_30W
Wed Dec 22 22:28:49 2021,11.5,-7.5,HD3025G_30W
Wed Dec 22 22:28:51 2021,11.5,-7.5,HD3025G_30W
Wed Dec 22 22:28:53 2021,11.5,-7.5,HD3025G_30W
Wed Dec 22 22:28:56 2021,11.6,-7.5,HD3025G_30W
Wed Dec 22 22:28:58 2021,11.6,-7.5,HD3025G_30W
Wed Dec 22 22:29:00 2021,11.6,-7.5,HD3025G_30W
Wed Dec 22 22:29:02 2021,11.6,-7.5,HD3025G_30W
Wed Dec 22 22:29:04 2021,11.6,-7.5,HD3025G_30W
Wed Dec 22 22:29:07 2021,11.7,-7.5,HD3025G_30W
Wed Dec 22 22:29:10 2021,11.7,-7.5,HD3025G_30W
Wed Dec 22 22:29:12 2021,11.7,-7.5,HD3025G_30W
Wed Dec 22 22:29:14 2021,11.8,-7.5,HD3025G_30W
Wed Dec 22 22:29:16 2021,11.8,-7.5,HD3025G_30W
