time,temp_1,temp_2,type_of_heating_foil
Wed Dec 22 19:29:09 2021,5.3,-6.0,HD3025G_30W
Wed Dec 22 19:29:11 2021,5.3,-6.0,HD3025G_30W
Wed Dec 22 19:29:13 2021,5.4,-6.0,HD3025G_30W
Wed Dec 22 19:29:17 2021,5.4,-6.0,HD3025G_30W
Wed Dec 22 19:29:19 2021,5.4,-6.0,HD3025G_30W
Wed Dec 22 19:29:21 2021,5.7,-6.0,HD3025G_30W
Wed Dec 22 19:29:24 2021,5.7,-6.0,HD3025G_30W
Wed Dec 22 19:29:26 2021,5.7,-6.0,HD3025G_30W
Wed Dec 22 19:29:28 2021,5.8,-6.0,HD3025G_30W
Wed Dec 22 19:29:30 2021,5.8,-6.0,HD3025G_30W
Wed Dec 22 19:29:32 2021,5.9,-6.0,HD3025G_30W
Wed Dec 22 19:29:35 2021,6.0,-6.0,HD3025G_30W
Wed Dec 22 19:29:37 2021,6.0,-6.0,HD3025G_30W
Wed Dec 22 19:29:40 2021,6.0,-6.0,HD3025G_30W
Wed Dec 22 19:29:42 2021,6.1,-6.0,HD3025G_30W
Wed Dec 22 19:29:45 2021,6.2,-6.0,HD3025G_30W
Wed Dec 22 19:29:48 2021,6.2,-6.0,HD3025G_30W
Wed Dec 22 19:29:50 2021,6.3,-6.0,HD3025G_30W
Wed Dec 22 19:29:52 2021,6.4,-6.0,HD3025G_30W
Wed Dec 22 19:29:54 2021,6.5,-6.0,HD3025G_30W
Wed Dec 22 19:29:57 2021,6.5,-6.0,HD3025G_30W
Wed Dec 22 19:29:59 2021,6.6,-6.0,HD3025G_30W
Wed Dec 22 19:30:01 2021,6.6,-6.0,HD3025G_30W
Wed Dec 22 19:30:03 2021,6.7,-6.0,HD3025G_30W
Wed Dec 22 19:30:06 2021,6.7,-6.0,HD3025G_30W
Wed Dec 22 19:30:09 2021,6.8,-6.1,HD3025G_30W
Wed Dec 22 19:30:11 2021,6.9,-6.1,HD3025G_30W
Wed Dec 22 19:30:14 2021,6.9,-6.0,HD3025G_30W
Wed Dec 22 19:30:16 2021,7.0,-6.1,HD3025G_30W
Wed Dec 22 19:30:18 2021,7.0,-6.1,HD3025G_30W
Wed Dec 22 19:30:20 2021,7.1,-6.1,HD3025G_30W
Wed Dec 22 19:30:22 2021,7.1,-6.1,HD3025G_30W
Wed Dec 22 19:30:25 2021,7.2,-6.1,HD3025G_30W
Wed Dec 22 19:30:27 2021,7.2,-6.1,HD3025G_30W
Wed Dec 22 19:30:29 2021,7.2,-6.1,HD3025G_30W
Wed Dec 22 19:30:32 2021,7.2,-6.1,HD3025G_30W
Wed Dec 22 19:30:34 2021,7.4,-6.1,HD3025G_30W
Wed Dec 22 19:30:37 2021,7.5,-6.1,HD3025G_30W
Wed Dec 22 19:30:39 2021,7.5,-6.1,HD3025G_30W
Wed Dec 22 19:30:41 2021,7.5,-6.1,HD3025G_30W
Wed Dec 22 19:30:44 2021,7.5,-6.1,HD3025G_30W
Wed Dec 22 19:30:46 2021,7.7,-6.1,HD3025G_30W
Wed Dec 22 19:30:48 2021,7.7,-6.1,HD3025G_30W
Wed Dec 22 19:30:50 2021,7.8,-6.1,HD3025G_30W
Wed Dec 22 19:30:53 2021,7.8,-6.1,HD3025G_30W
Wed Dec 22 19:30:55 2021,7.8,-6.1,HD3025G_30W
Wed Dec 22 19:30:57 2021,7.9,-6.1,HD3025G_30W
Wed Dec 22 19:31:01 2021,7.9,-6.1,HD3025G_30W
Wed Dec 22 19:31:03 2021,7.9,-6.1,HD3025G_30W
Wed Dec 22 19:31:07 2021,7.9,-6.1,HD3025G_30W
Wed Dec 22 19:31:09 2021,8.1,-6.1,HD3025G_30W
Wed Dec 22 19:31:11 2021,8.2,-6.1,HD3025G_30W
Wed Dec 22 19:31:13 2021,8.2,-6.2,HD3025G_30W
Wed Dec 22 19:31:15 2021,8.3,-6.1,HD3025G_30W
Wed Dec 22 19:31:18 2021,8.4,-6.1,HD3025G_30W
Wed Dec 22 19:31:20 2021,8.4,-6.1,HD3025G_30W
Wed Dec 22 19:31:23 2021,8.4,-6.1,HD3025G_30W
Wed Dec 22 19:31:25 2021,8.5,-6.2,HD3025G_30W
Wed Dec 22 19:31:27 2021,8.5,-6.1,HD3025G_30W
Wed Dec 22 19:31:29 2021,8.6,-6.2,HD3025G_30W
Wed Dec 22 19:31:31 2021,8.6,-6.1,HD3025G_30W
Wed Dec 22 19:31:34 2021,8.7,-6.2,HD3025G_30W
Wed Dec 22 19:31:36 2021,8.7,-6.2,HD3025G_30W
Wed Dec 22 19:31:38 2021,8.8,-6.1,HD3025G_30W
Wed Dec 22 19:31:40 2021,8.8,-6.2,HD3025G_30W
Wed Dec 22 19:31:42 2021,8.9,-6.2,HD3025G_30W
Wed Dec 22 19:31:45 2021,8.9,-6.2,HD3025G_30W
Wed Dec 22 19:31:47 2021,8.9,-6.2,HD3025G_30W
Wed Dec 22 19:31:49 2021,9.0,-6.2,HD3025G_30W
Wed Dec 22 19:31:51 2021,9.0,-6.2,HD3025G_30W
Wed Dec 22 19:31:53 2021,9.1,-6.2,HD3025G_30W
Wed Dec 22 19:31:56 2021,9.1,-6.2,HD3025G_30W
Wed Dec 22 19:31:59 2021,9.1,-6.2,HD3025G_30W
Wed Dec 22 19:32:01 2021,9.2,-6.2,HD3025G_30W
Wed Dec 22 19:32:04 2021,9.2,-6.2,HD3025G_30W
Wed Dec 22 19:32:06 2021,9.3,-6.2,HD3025G_30W
Wed Dec 22 19:32:09 2021,9.3,-6.2,HD3025G_30W
Wed Dec 22 19:32:12 2021,9.3,-6.2,HD3025G_30W
Wed Dec 22 19:32:15 2021,9.5,-6.2,HD3025G_30W
Wed Dec 22 19:32:17 2021,9.5,-6.2,HD3025G_30W
Wed Dec 22 19:32:19 2021,9.5,-6.2,HD3025G_30W
Wed Dec 22 19:32:22 2021,9.5,-6.2,HD3025G_30W
Wed Dec 22 19:32:24 2021,9.6,-6.2,HD3025G_30W
Wed Dec 22 19:32:27 2021,9.7,-6.2,HD3025G_30W
Wed Dec 22 19:32:29 2021,9.7,-6.3,HD3025G_30W
Wed Dec 22 19:32:31 2021,9.8,-6.2,HD3025G_30W
Wed Dec 22 19:32:33 2021,9.8,-6.3,HD3025G_30W
Wed Dec 22 19:32:35 2021,9.9,-6.2,HD3025G_30W
Wed Dec 22 19:32:38 2021,9.9,-6.3,HD3025G_30W
Wed Dec 22 19:32:40 2021,9.9,-6.3,HD3025G_30W
Wed Dec 22 19:32:42 2021,10.0,-6.2,HD3025G_30W
Wed Dec 22 19:32:44 2021,10.1,-6.3,HD3025G_30W
Wed Dec 22 19:32:46 2021,10.1,-6.3,HD3025G_30W
Wed Dec 22 19:32:49 2021,10.1,-6.3,HD3025G_30W
Wed Dec 22 19:32:51 2021,10.1,-6.3,HD3025G_30W
Wed Dec 22 19:32:54 2021,10.1,-6.3,HD3025G_30W
Wed Dec 22 19:32:56 2021,10.2,-6.3,HD3025G_30W
Wed Dec 22 19:32:59 2021,10.2,-6.3,HD3025G_30W
Wed Dec 22 19:33:02 2021,10.2,-6.3,HD3025G_30W
Wed Dec 22 19:33:04 2021,10.4,-6.3,HD3025G_30W
Wed Dec 22 19:33:07 2021,10.4,-6.3,HD3025G_30W
Wed Dec 22 19:33:09 2021,10.4,-6.3,HD3025G_30W
Wed Dec 22 19:33:11 2021,10.5,-6.3,HD3025G_30W
Wed Dec 22 19:33:13 2021,10.5,-6.3,HD3025G_30W
Wed Dec 22 19:33:15 2021,10.5,-6.3,HD3025G_30W
Wed Dec 22 19:33:18 2021,10.6,-6.3,HD3025G_30W
Wed Dec 22 19:33:20 2021,10.6,-6.3,HD3025G_30W
Wed Dec 22 19:33:22 2021,10.7,-6.3,HD3025G_30W
Wed Dec 22 19:33:24 2021,10.7,-6.3,HD3025G_30W
Wed Dec 22 19:33:26 2021,10.8,-6.3,HD3025G_30W
Wed Dec 22 19:33:30 2021,10.8,-6.3,HD3025G_30W
Wed Dec 22 19:33:33 2021,10.8,-6.3,HD3025G_30W
Wed Dec 22 19:33:35 2021,10.9,-6.3,HD3025G_30W
Wed Dec 22 19:33:37 2021,10.9,-6.3,HD3025G_30W
Wed Dec 22 19:33:39 2021,11.0,-6.3,HD3025G_30W
Wed Dec 22 19:33:42 2021,11.0,-6.3,HD3025G_30W
Wed Dec 22 19:33:44 2021,11.0,-6.3,HD3025G_30W
Wed Dec 22 19:33:47 2021,11.1,-6.3,HD3025G_30W
Wed Dec 22 19:33:49 2021,11.1,-6.3,HD3025G_30W
Wed Dec 22 19:33:51 2021,11.1,-6.3,HD3025G_30W
Wed Dec 22 19:33:53 2021,11.2,-6.3,HD3025G_30W
Wed Dec 22 19:33:55 2021,11.2,-6.3,HD3025G_30W
Wed Dec 22 19:33:59 2021,11.2,-6.3,HD3025G_30W
Wed Dec 22 19:34:01 2021,11.3,-6.3,HD3025G_30W
Wed Dec 22 19:34:03 2021,11.3,-6.4,HD3025G_30W
Wed Dec 22 19:34:06 2021,11.3,-6.4,HD3025G_30W
Wed Dec 22 19:34:08 2021,11.4,-6.4,HD3025G_30W
Wed Dec 22 19:34:11 2021,11.4,-6.3,HD3025G_30W
Wed Dec 22 19:34:13 2021,11.5,-6.4,HD3025G_30W
Wed Dec 22 19:34:15 2021,11.5,-6.4,HD3025G_30W
Wed Dec 22 19:34:18 2021,11.6,-6.4,HD3025G_30W
Wed Dec 22 19:34:20 2021,11.6,-6.4,HD3025G_30W
Wed Dec 22 19:34:22 2021,11.6,-6.4,HD3025G_30W
Wed Dec 22 19:34:24 2021,11.7,-6.4,HD3025G_30W
Wed Dec 22 19:34:27 2021,11.7,-6.4,HD3025G_30W
Wed Dec 22 19:34:29 2021,11.7,-6.4,HD3025G_30W
Wed Dec 22 19:34:32 2021,11.7,-6.4,HD3025G_30W
Wed Dec 22 19:34:35 2021,11.8,-6.4,HD3025G_30W
Wed Dec 22 19:34:37 2021,11.9,-6.4,HD3025G_30W
Wed Dec 22 19:34:39 2021,11.9,-6.4,HD3025G_30W
Wed Dec 22 19:34:41 2021,11.9,-6.4,HD3025G_30W
Wed Dec 22 19:34:44 2021,11.9,-6.4,HD3025G_30W
Wed Dec 22 19:34:46 2021,12.0,-6.4,HD3025G_30W
Wed Dec 22 19:34:48 2021,12.0,-6.4,HD3025G_30W
Wed Dec 22 19:34:52 2021,12.0,-6.4,HD3025G_30W
Wed Dec 22 19:34:54 2021,12.1,-6.4,HD3025G_30W
Wed Dec 22 19:34:56 2021,12.1,-6.4,HD3025G_30W
Wed Dec 22 19:34:59 2021,12.1,-6.4,HD3025G_30W
Wed Dec 22 19:35:01 2021,12.2,-6.4,HD3025G_30W
Wed Dec 22 19:35:04 2021,12.2,-6.4,HD3025G_30W
Wed Dec 22 19:35:06 2021,12.3,-6.4,HD3025G_30W
Wed Dec 22 19:35:09 2021,12.3,-6.4,HD3025G_30W
Wed Dec 22 19:35:11 2021,12.4,-6.4,HD3025G_30W
Wed Dec 22 19:35:14 2021,12.4,-6.4,HD3025G_30W
Wed Dec 22 19:35:16 2021,12.4,-6.4,HD3025G_30W
Wed Dec 22 19:35:18 2021,12.4,-6.5,HD3025G_30W
Wed Dec 22 19:35:20 2021,12.5,-6.4,HD3025G_30W
Wed Dec 22 19:35:22 2021,12.5,-6.4,HD3025G_30W
Wed Dec 22 19:35:25 2021,12.6,-6.5,HD3025G_30W
Wed Dec 22 19:35:27 2021,12.6,-6.4,HD3025G_30W
Wed Dec 22 19:35:29 2021,12.6,-6.4,HD3025G_30W
Wed Dec 22 19:35:32 2021,12.6,-6.5,HD3025G_30W
Wed Dec 22 19:35:34 2021,12.7,-6.4,HD3025G_30W
Wed Dec 22 19:35:37 2021,12.7,-6.4,HD3025G_30W
Wed Dec 22 19:35:39 2021,12.7,-6.5,HD3025G_30W
Wed Dec 22 19:35:41 2021,12.8,-6.4,HD3025G_30W
Wed Dec 22 19:35:44 2021,12.8,-6.5,HD3025G_30W
Wed Dec 22 19:35:46 2021,12.8,-6.5,HD3025G_30W
Wed Dec 22 19:35:48 2021,12.9,-6.5,HD3025G_30W
Wed Dec 22 19:35:50 2021,12.9,-6.5,HD3025G_30W
Wed Dec 22 19:35:53 2021,12.9,-6.5,HD3025G_30W
Wed Dec 22 19:35:55 2021,13.0,-6.5,HD3025G_30W
Wed Dec 22 19:35:58 2021,13.0,-6.4,HD3025G_30W
Wed Dec 22 19:36:00 2021,13.0,-6.5,HD3025G_30W
Wed Dec 22 19:36:02 2021,13.1,-6.4,HD3025G_30W
Wed Dec 22 19:36:05 2021,13.1,-6.5,HD3025G_30W
Wed Dec 22 19:36:07 2021,13.1,-6.5,HD3025G_30W
Wed Dec 22 19:36:09 2021,13.1,-6.4,HD3025G_30W
Wed Dec 22 19:36:11 2021,13.2,-6.4,HD3025G_30W
Wed Dec 22 19:36:13 2021,13.2,-6.4,HD3025G_30W
Wed Dec 22 19:36:16 2021,13.2,-6.4,HD3025G_30W
Wed Dec 22 19:36:19 2021,13.2,-6.4,HD3025G_30W
Wed Dec 22 19:36:21 2021,13.3,-6.4,HD3025G_30W
Wed Dec 22 19:36:23 2021,13.3,-6.4,HD3025G_30W
Wed Dec 22 19:36:25 2021,13.4,-6.4,HD3025G_30W
Wed Dec 22 19:36:28 2021,13.4,-6.4,HD3025G_30W
Wed Dec 22 19:36:30 2021,13.4,-6.4,HD3025G_30W
Wed Dec 22 19:36:33 2021,13.4,-6.5,HD3025G_30W
Wed Dec 22 19:36:35 2021,13.4,-6.4,HD3025G_30W
Wed Dec 22 19:36:37 2021,13.5,-6.5,HD3025G_30W
Wed Dec 22 19:36:39 2021,13.5,-6.5,HD3025G_30W
Wed Dec 22 19:36:41 2021,13.5,-6.5,HD3025G_30W
Wed Dec 22 19:36:44 2021,13.6,-6.4,HD3025G_30W
Wed Dec 22 19:36:46 2021,13.6,-6.5,HD3025G_30W
Wed Dec 22 19:36:48 2021,13.6,-6.5,HD3025G_30W
Wed Dec 22 19:36:50 2021,13.6,-6.5,HD3025G_30W
Wed Dec 22 19:36:52 2021,13.7,-6.5,HD3025G_30W
Wed Dec 22 19:36:55 2021,13.7,-6.5,HD3025G_30W
Wed Dec 22 19:36:57 2021,13.7,-6.5,HD3025G_30W
Wed Dec 22 19:37:00 2021,13.8,-6.5,HD3025G_30W
Wed Dec 22 19:37:02 2021,13.8,-6.5,HD3025G_30W
Wed Dec 22 19:37:04 2021,13.8,-6.5,HD3025G_30W
Wed Dec 22 19:37:07 2021,13.8,-6.5,HD3025G_30W
Wed Dec 22 19:37:09 2021,13.8,-6.5,HD3025G_30W
Wed Dec 22 19:37:12 2021,13.9,-6.5,HD3025G_30W
Wed Dec 22 19:37:14 2021,13.9,-6.5,HD3025G_30W
