TIME,TEMP_OB,TEMP_LOZ,REL_OB,REL_LOZ
Sat Apr 16 20:29:53 2022,10.9,26.2,True,False
Sat Apr 16 20:30:23 2022,10.8,26.2,True,False
Sat Apr 16 20:30:53 2022,10.9,26.2,True,False
Sat Apr 16 20:31:23 2022,10.8,26.2,True,False
Sat Apr 16 20:31:53 2022,10.8,26.2,True,False
Sat Apr 16 20:32:23 2022,10.8,26.2,True,False
Sat Apr 16 20:32:53 2022,10.8,26.2,True,False
Sat Apr 16 20:33:23 2022,10.8,26.2,True,False
Sat Apr 16 20:33:53 2022,10.8,26.2,True,False
Sat Apr 16 20:34:23 2022,10.8,26.2,True,False
Sat Apr 16 20:34:53 2022,10.8,26.2,True,False
Sat Apr 16 20:35:23 2022,10.8,26.2,True,False
Sat Apr 16 20:35:53 2022,10.8,26.2,True,False
Sat Apr 16 20:36:23 2022,10.8,26.2,True,False
Sat Apr 16 20:36:53 2022,10.8,26.3,True,False
Sat Apr 16 20:37:23 2022,10.8,26.3,True,False
Sat Apr 16 20:37:53 2022,10.7,26.3,True,False
Sat Apr 16 20:38:23 2022,10.7,26.3,True,False
Sat Apr 16 20:38:53 2022,10.7,26.3,True,False
Sat Apr 16 20:39:23 2022,10.8,26.3,True,False
Sat Apr 16 20:39:53 2022,10.7,26.3,True,False
Sat Apr 16 20:40:23 2022,10.7,26.3,True,False
Sat Apr 16 20:40:53 2022,10.8,26.3,True,False
Sat Apr 16 20:41:23 2022,10.7,26.3,True,False
Sat Apr 16 20:41:53 2022,10.7,26.4,True,False
Sat Apr 16 20:42:23 2022,10.7,26.4,True,False
Sat Apr 16 20:42:53 2022,10.7,26.4,True,False
Sat Apr 16 20:43:23 2022,10.7,26.4,True,False
Sat Apr 16 20:43:53 2022,10.7,26.4,True,False
Sat Apr 16 20:44:23 2022,10.7,26.4,True,False
Sat Apr 16 20:44:53 2022,10.7,26.4,True,False
Sat Apr 16 20:45:23 2022,10.7,26.4,True,False
Sat Apr 16 20:45:53 2022,10.7,26.4,True,False
Sat Apr 16 20:46:23 2022,10.6,26.4,True,False
Sat Apr 16 20:46:53 2022,10.6,26.4,True,False
Sat Apr 16 20:47:23 2022,10.7,26.4,True,False
Sat Apr 16 20:47:53 2022,10.6,26.4,True,False
Sat Apr 16 20:48:23 2022,10.7,26.4,True,False
Sat Apr 16 20:48:53 2022,10.7,26.4,True,False
Sat Apr 16 20:49:23 2022,10.6,26.4,True,False
Sat Apr 16 20:49:53 2022,10.6,26.4,True,False
Sat Apr 16 20:50:23 2022,10.6,26.4,True,False
Sat Apr 16 20:50:53 2022,10.6,26.4,True,False
Sat Apr 16 20:51:23 2022,10.6,26.4,True,False
Sat Apr 16 20:51:53 2022,10.6,26.5,True,False
Sat Apr 16 20:52:23 2022,10.6,26.5,True,False
Sat Apr 16 20:52:53 2022,10.6,26.5,True,False
Sat Apr 16 20:53:23 2022,10.6,26.5,True,False
Sat Apr 16 20:53:53 2022,10.6,26.5,True,False
Sat Apr 16 20:54:23 2022,10.6,26.5,True,False
Sat Apr 16 20:54:53 2022,10.6,26.5,True,False
Sat Apr 16 20:55:23 2022,10.6,26.5,True,False
Sat Apr 16 20:55:53 2022,10.5,26.5,True,False
Sat Apr 16 20:56:23 2022,10.5,26.5,True,False
Sat Apr 16 20:56:53 2022,10.5,26.5,True,False
Sat Apr 16 20:57:23 2022,10.5,26.6,True,False
Sat Apr 16 20:57:53 2022,10.5,26.5,True,False
